2020-12-15 14:12:859 INFO  HomePage :19 - Click on Last Minute Deals : " + _lastMinuteDeals.toString()
2020-12-16 02:12:568 INFO  ComputerAndSoftwarePage :69 - Verify Product Arranged in Order : [[[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (4e298759440e7ce9ab6beddd3ed00415)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']]]
2020-12-16 02:12:242 INFO  HomePage :19 - Click on Last Minute Deals : [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //a[contains(text(),'Last Minute Deals')]]
2020-12-16 02:12:650 INFO  LastMinuteDealPage :27 - Get Text from Last Minute Deals Page : [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //img[@alt = 'Last Minute Christmas Deals']]
2020-12-16 02:12:759 INFO  LastMinuteDealPage :22 - Click on Computer And Software : [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //div[@data-value ='Q4COMP']]
2020-12-16 02:12:771 INFO  ComputerAndSoftwarePage :63 - Get text from Deals On Computer And Software : [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //h1[contains(text(),'Deals on Computers and Software')]]
2020-12-16 02:12:711 INFO  ComputerAndSoftwarePage :45 - Click on Sortby : [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[contains(text(),'Featured')]]
2020-12-16 02:12:962 INFO  ComputerAndSoftwarePage :56 - select from dropdown : [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //ul[@class = 'a-nostyle a-list-link']/child::li/a]
2020-12-16 02:12:983 INFO  ComputerAndSoftwarePage :69 - Verify Product Arranged in Order : [[[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (3ca91f235fd76c279205fd74325e0058)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']]]
2020-12-16 02:12:503 INFO  HomePage :19 - Click on Last Minute Deals : [[ChromeDriver: chrome on WINDOWS (8e4db1008e2bceca9179286cef5cdf0d)] -> xpath: //a[contains(text(),'Last Minute Deals')]]
2020-12-16 02:12:648 INFO  LastMinuteDealPage :27 - Get Text from Last Minute Deals Page : [[ChromeDriver: chrome on WINDOWS (8e4db1008e2bceca9179286cef5cdf0d)] -> xpath: //img[@alt = 'Last Minute Christmas Deals']]
2020-12-16 02:12:774 INFO  LastMinuteDealPage :22 - Click on Computer And Software : [[ChromeDriver: chrome on WINDOWS (8e4db1008e2bceca9179286cef5cdf0d)] -> xpath: //div[@data-value ='Q4COMP']]
2020-12-16 02:12:756 INFO  ComputerAndSoftwarePage :63 - Get text from Deals On Computer And Software : [[ChromeDriver: chrome on WINDOWS (8e4db1008e2bceca9179286cef5cdf0d)] -> xpath: //h1[contains(text(),'Deals on Computers and Software')]]
2020-12-16 02:12:900 INFO  ComputerAndSoftwarePage :45 - Click on Sortby : [[ChromeDriver: chrome on WINDOWS (8e4db1008e2bceca9179286cef5cdf0d)] -> xpath: //span[contains(text(),'Featured')]]
2020-12-16 02:12:150 INFO  ComputerAndSoftwarePage :56 - select from dropdown : [[ChromeDriver: chrome on WINDOWS (8e4db1008e2bceca9179286cef5cdf0d)] -> xpath: //ul[@class = 'a-nostyle a-list-link']/child::li/a]
