2020-12-17 01:12:912 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:102 INFO  HomePage :35 - Get text create account page : [[ChromeDriver: chrome on WINDOWS (94ea8407cb5929fee6f60297414f6d96)] -> xpath: //h1[contains(text(),'Create account')]]
2020-12-17 02:12:163 INFO  HomePage :41 - Enter your name : [[ChromeDriver: chrome on WINDOWS (94ea8407cb5929fee6f60297414f6d96)] -> xpath: //input[@id='ap_customer_name']]
2020-12-17 02:12:257 INFO  HomePage :47 - Enter email : [[ChromeDriver: chrome on WINDOWS (94ea8407cb5929fee6f60297414f6d96)] -> xpath: //input[@id='ap_email']]
2020-12-17 02:12:392 INFO  HomePage :54 - Enter Password : [[ChromeDriver: chrome on WINDOWS (94ea8407cb5929fee6f60297414f6d96)] -> xpath: //input[@id='ap_password']]
2020-12-17 02:12:429 INFO  HomePage :56 - Re-Enter Password : [[ChromeDriver: chrome on WINDOWS (94ea8407cb5929fee6f60297414f6d96)] -> xpath: //input[@id='ap_password_check']]
2020-12-17 02:12:877 INFO  HomePage :65 - Click on create your amazon account : [[ChromeDriver: chrome on WINDOWS (94ea8407cb5929fee6f60297414f6d96)] -> xpath: //h1[contains(text(),'Create account')]]
2020-12-17 02:12:169 INFO  ComputerAndSoftwarePage :19 - Get text to verify you are a real person : [[ChromeDriver: chrome on WINDOWS (94ea8407cb5929fee6f60297414f6d96)] -> xpath: //span[contains(text(),"Please solve this puzzle so we know that you're a ")]]
2020-12-17 02:12:135 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:170 INFO  HomePage :25 - Click on Last Minute Deals : [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //a[contains(text(),'Last Minute Deals')]]
2020-12-17 02:12:480 INFO  LastMinuteDealPage :27 - Get Text from Last Minute Deals Page : [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //img[@alt = 'Last Minute Christmas Deals']]
2020-12-17 02:12:575 INFO  ComputerAndSoftwarePage :32 - Click on Shop All Deals : [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@data-value ='Q4ALLD']]
2020-12-17 02:12:444 INFO  ComputerAndSoftwarePage :38 - Get Text from Shop Deals : [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //h1[contains(text(),'Shop deals')]]
2020-12-17 02:12:770 INFO  HomePage :35 - Click on Sortby : [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //span[contains(text(),'Featured')]]
2020-12-17 02:12:76 INFO  ComputerAndSoftwarePage :44 - Select Discount High to Low from Drop Down : [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //a[@ data-value ='{"stringVal":"BY_DISCOUNT_DESCENDING"}']]
2020-12-17 02:12:374 INFO  ComputerAndSoftwarePage :50 - Get list of highest discounted products : [[[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (94ad14508cd5866485589a033a1ca77c)] -> xpath: //div[@class = 'a-row dealDetailContainer']]]
2020-12-17 02:12:33 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:297 INFO  HomePage :32 - Mouse hover on Hello Sign In : [[ChromeDriver: chrome on WINDOWS (0d9da278cb359e8b628e39b3c216c7c8)] -> xpath: //a[@id='nav-link-accountList']]
2020-12-17 02:12:551 INFO  HomePage :38 - Click on new customer start here : [[ChromeDriver: chrome on WINDOWS (0d9da278cb359e8b628e39b3c216c7c8)] -> xpath: //a[contains(text(),'Start here.')]]
2020-12-17 02:12:76 INFO  HomePage :35 - Get text create account page : [[ChromeDriver: chrome on WINDOWS (0d9da278cb359e8b628e39b3c216c7c8)] -> xpath: //h1[contains(text(),'Create account')]]
2020-12-17 02:12:138 INFO  HomePage :41 - Enter your name : [[ChromeDriver: chrome on WINDOWS (0d9da278cb359e8b628e39b3c216c7c8)] -> xpath: //input[@id='ap_customer_name']]
2020-12-17 02:12:245 INFO  HomePage :47 - Enter email : [[ChromeDriver: chrome on WINDOWS (0d9da278cb359e8b628e39b3c216c7c8)] -> xpath: //input[@id='ap_email']]
2020-12-17 02:12:405 INFO  HomePage :54 - Enter Password : [[ChromeDriver: chrome on WINDOWS (0d9da278cb359e8b628e39b3c216c7c8)] -> xpath: //input[@id='ap_password']]
2020-12-17 02:12:655 INFO  HomePage :56 - Re-Enter Password : [[ChromeDriver: chrome on WINDOWS (0d9da278cb359e8b628e39b3c216c7c8)] -> xpath: //input[@id='ap_password_check']]
2020-12-17 02:12:885 INFO  HomePage :65 - Click on create your amazon account : [[ChromeDriver: chrome on WINDOWS (0d9da278cb359e8b628e39b3c216c7c8)] -> xpath: //h1[contains(text(),'Create account')]]
2020-12-17 02:12:164 INFO  ComputerAndSoftwarePage :19 - Get text to verify you are a real person : [[ChromeDriver: chrome on WINDOWS (0d9da278cb359e8b628e39b3c216c7c8)] -> xpath: //span[contains(text(),"Please solve this puzzle so we know that you're a ")]]
2020-12-17 02:12:999 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:53 INFO  HomePage :25 - Click on Last Minute Deals : [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //a[contains(text(),'Last Minute Deals')]]
2020-12-17 02:12:410 INFO  LastMinuteDealPage :27 - Get Text from Last Minute Deals Page : [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //img[@alt = 'Last Minute Christmas Deals']]
2020-12-17 02:12:519 INFO  LastMinuteDealPage :22 - Click on Computer And Software : [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //div[@data-value ='Q4COMP']]
2020-12-17 02:12:306 INFO  HomePage :49 - Get text from Deals On Computer And Software : [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //h1[contains(text(),'Deals on Computers and Software')]]
2020-12-17 02:12:460 INFO  HomePage :35 - Click on Sortby : [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[contains(text(),'Featured')]]
2020-12-17 02:12:679 INFO  HomePage :42 - select from dropdown : [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //ul[@class = 'a-nostyle a-list-link']/child::li/a]
